dedup_id,title,authors,year,venue,doi,url,abstract,source_database,string_id,also_found_in,title_screen,title_fail_reason,abstract_length,abstract_screen,abstract_fail_reason
REC-107,Fusing Multi-Source Data with Machine Learning for Ship Emission Calculation in Inland Waterways,"Chao Wang, Hao Wu, Zhirui Ye",2026,Atmosphere,10.3390/atmos17010072,https://doi.org/10.3390/atmos17010072,"Accurate estimation of ship emissions is essential for the effective enforcement of emission control policies in inland waterways. However, existing “bottom-up” models face significant challenges owing to severe data scarcity for inland ships, particularly regarding ship static parameters. This study proposes a novel data fusion and machine learning framework to address this issue. The methodology integrates real-time SO2 and CO2 pollutant concentrations on the Nanjing Dashengguan Yangtze River Bridge, Automatic Identification System (AIS) data, and meteorological information. To address the scarcity of design data for inland ships, web scraping was used to extract basic parameters, which were then used to train five machine learning models. Among them, the XGBoost model demonstrated superior performance in predicting the main engine rated power. A refined activity-based emission model combines these predicted parameters, ship operational profiles, and specific emission factors to calculate real-time emission source strengths. Furthermore, the model was validated against field measurements by comparing the calculated and measured emission source strengths from ships, demonstrating high predictive accuracy with R2 values of 0.980 for SO2 and 0.977 for CO2, and MAPE below 13%. This framework provides a reliable and scalable approach for real-time emission monitoring and supports regulatory enforcement in inland waterways.",OpenAlex,B,OpenAlex/B,PASS,,1443,INCLUDE,
REC-108,A sequential bayesian operational mode classification for SHM under discrete operational variability,"Casper Aaskov Drangsfeldt, Luis David Avendaño-Valencia, Marie Lützen",2026,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2026.114004,https://doi.org/10.1016/j.ymssp.2026.114004,"Structural Health Monitoring (SHM) evaluates a structure’s condition by comparing its current state to a baseline representing a healthy state. However, many structures operate under multiple regimes, requiring multiple discrete baselines. This operational variability challenges conventional mitigation approaches, highlighting the need for methods that can automatically account for discrete variations in operation. This study leverages the concept of operational modes to address multiple discrete operating regimes as classes which are subsequently determined via a robust Bayesian classifier capable of handling variations, noise, and transition periods between modes. Specifically, a Bayesian Multinomial Logistic Regression model integrated with a Hidden Markov Model (BMLR-HMM) is proposed, where the probabilistic approach ensures robustness to noise, supports informed decision-making for each classification, and exploits the temporal structure in the evolution of the modes. The model was first tested on a simple. simulated dataset, and then using the vibrational responses from gearboxes on a Crew Transfer Vessel during operation. Results demonstrate high accuracy in mode classification, with the probabilistic nature of the model enabling uncertainty quantification, forming the basis for informed decision-making when classifications are less confident. This approach contributes to the development of robust classifiers for operational analysis in dynamic environments, with applications in SHM and other domains requiring mode identification for performance or integrity assessment.",OpenAlex,B,OpenAlex/B,MAYBE,,1603,EXCLUDE,E1:non-performance-topic
REC-110,Integrated Analysis of NOx Reduction and Performance Enhancement in HYUNDAI-HiMSEN 7H35DFP Dual-Fuel Marine Engine,"Kwang-Sik Jo, Sang-Gon Cho, Seung-Hun Han",2026,Journal of Marine Science and Engineering,10.3390/jmse14040349,https://doi.org/10.3390/jmse14040349,"This comprehensive study presents an integrated analysis of NOx reduction strategies and operational optimization for the HYUNDAI-HiMSEN 7H35DFP dual-fuel marine engine. The optimization scope focuses on selective catalytic reduction control strategies and operational decision-making (fuel mode selection, load management) rather than engine hardware modifications, ensuring practical applicability within certified marine engine operational envelopes. The research employs a multifaceted approach combining experimental investigation, computational fluid dynamics (CFD) modeling, and advanced control algorithms to address the stringent IMO Tier III emission standards. The 3500 kW, 7-cylinder engine achieves IMO Tier III compliance through dual pathways: (1) gas mode operation meeting the 2.4 g/kWh limit inherently with measured emissions of 1.41–2.29 g/kWh across 25–100% load without aftertreatment, and (2) diesel mode achieving compliance via SCR aftertreatment, reducing Tier II baseline emissions (7.68–10.71 g/kWh) by 75–82% to final values of 1.60–1.96 g/kWh. The research quantifies NOx reduction mechanisms separately for each operating mode and establishes optimal operational strategies for mode selection. A MATLAB v2025a-based SCR optimization model successfully predicts optimal urea injection rates, achieving &gt;75% NOx reduction efficiency across all operating conditions. Multivariate analysis using principal component analysis identifies the following three primary factors explaining 89.3% of dataset variability: combustion intensity (45.2%), fuel mixing characteristics (28.7%), and thermal management (15.4%). CFD analysis reveals that gas mode combustion produces more uniform temperature distributions (peak ~2000 K) compared to diesel operation (&gt;2200 K), directly explaining NOx generation differences. The developed digital twin framework with machine learning algorithms achieves 94.2% accuracy in SCR catalyst degradation prediction and 91.8% in fuel injection system performance prediction. Waste heat recovery analysis indicates 25–30% of fuel energy resides in exhaust gases, with theoretical energy recovery potential of 8.5–15.3%. This integrated approach validates dual-fuel technology’s capability to meet current and future maritime environmental regulations while maintaining operational flexibility.",OpenAlex,B,OpenAlex/B,MAYBE,,2351,EXCLUDE,E1:non-performance-topic
REC-111,A Machine Learning Operations Framework for Self-Adaptive Anomaly Detection in Autonomous Surface Ships Under Data Drift,"Minji Kim, Gwangho Yun, Hwasup Jang, Jaecheul Park",2026,Journal of Marine Science and Engineering,10.3390/jmse14131152,https://doi.org/10.3390/jmse14131152,"For stable operation of autonomous surface ships, real-time anomaly detection of engine conditions must be coupled with an operational framework that sustains model performance in dynamic maritime environments. This study proposes an autonomous maintenance system that combines a subsystem-level condition-based maintenance (CBM) model with a dedicated MLOps framework. The main engine is decomposed into multiple functional component units, each governed by an independent diagnostic pipeline that applies a hybrid algorithm combining an attention LSTM autoencoder with an isolation forest to capture subtle anomalies. Although this hybrid attains higher precision than conventional single models, it remains sensitive to operating environment shifts. To address this, we develop an onboard MLOps pipeline that monitors distributional shifts in real-time sensor data and executes an autonomous maintenance mechanism, retraining and redeploying models on local data when performance degradation is anticipated. A dual-monitoring rule set based on a standardized deviation score and its smoothed change rate is used to discriminate abrupt mechanical anomalies from gradual drift. Experiments on a fault simulation testbed indicate that, under data drift, the system can recover detection reliability and adapt to changing engine conditions, providing a technical basis for the self-sustaining reliability of autonomous surface ships.",OpenAlex,B,OpenAlex/B; OpenAlex/C; OpenAlex/D,MAYBE,,1432,INCLUDE,
REC-112,A Machine Learning Framework for the Prediction of Propeller Blade Natural Frequencies,"Nícolas Lima Oliveira, Afonso Celso de Castro Lemonge, Patrícia Habib Hallak, Konstantinos Kyprianidis, Stavros Vouros",2026,Machines,10.3390/machines14010124,https://doi.org/10.3390/machines14010124,"Characterization of propeller blade vibrations is essential to ensure aerodynamic performance, minimize noise emissions, and maintain structural integrity in aerospace and unmanned aerial vehicle applications. Conventional high-fidelity finite-element and fluid–structure simulations yield precise modal predictions but incur prohibitive computational costs, limiting rapid design exploration. This paper introduces a data-driven surrogate modeling framework based on a feedforward neural network to predict natural vibration frequencies of propeller blades with high accuracy and a dramatically reduced runtime. A dataset of 1364 airfoil geometries was parameterized, meshed, and analyzed in ANSYS 2024 R2 across a range of rotational speeds and boundary conditions to generate modal responses. A TensorFlow/Keras model was trained and optimized via randomized search cross-validation over network depth, neuron counts, learning rate, batch size, and optimizer selection. The resulting surrogate achieves R2&gt;0.90 and NRMSE&lt;0.08 for the second and higher-order modes, while reducing prediction time by several orders of magnitude compared to full finite-element workflows. The proposed approach seamlessly integrates with CAD/CAE pipelines and supports rapid, iterative optimization and real-time decision support in propeller design.",OpenAlex,B,OpenAlex/B; OpenAlex/C,MAYBE,,1340,EXCLUDE,E1:structural integrity
REC-113,Machine Learning Framework for Fault Detection and Diagnosis in Rotating Machinery,"Miguel M. Fernandes, João M. C. Sousa, L.F. Mendonça",2026,Journal of Marine Science and Engineering,10.3390/jmse14030291,https://doi.org/10.3390/jmse14030291,"Rotating machinery are essential elements in industrial systems and strongly present aboard vessels and maritime platforms, whose unexpected failure can lead to significant economic and operational losses, both for the maritime industry and for industry in general. Condition Monitoring (CM), through the analysis of specific parameters, aims to assess equipment health and enable the early detection of deviations from normal operating conditions. Among existing techniques, vibration analysis stands out for its effectiveness. However, when applied to naval environments, it requires human resources and equipment that are not always prepared or available. Aligned with the principles of Industry 4.0, maintenance has been integrating technologies that enhance data collection and analysis, becoming more autonomous and intelligent. The integration of Machine Learning (ML) into CM offers an alternative to conventional approaches, enabling systems to learn real operating behavior and recognize fault patterns with high accuracy and reduced human intervention. Addressing a real industrial challenge, this paper proposes an automatic framework for fault detection and diagnosis using ML models. As a case study, vibration data from rotating machinery were analyzed, encompassing common faults such as unbalance, misalignment, and the combination of both. The obtained results highlight the potential of the proposed framework for CM in maritime environments, modernizing it with new trends and making it more autonomous, efficient, and less dependent on specialized knowledge.",OpenAlex,B,OpenAlex/B,MAYBE,,1579,EXCLUDE,E1:non-performance-topic
REC-114,Development of a Remaining Useful Life Prediction Model for Marine Diesel Engine Filtration Systems,"Joan Suarez Loaiza, Clara Guimarães de Paula, Edwin Paipa-Sanabria, Juan Carlos Martínez-Santos, E. Castillo",2026,International Journal of Prognostics and Health Management,10.36001/ijphm.2026.v17i1.4761,https://doi.org/10.36001/ijphm.2026.v17i1.4761,"Marine diesel propulsion engines are essential to naval platforms, enabling maneuvering, navigation readiness, and training operations. However, maintenance of propulsion consumables—particularly fuel filtration elements—often remains time-based and corrective despite the growing availability of onboard operational records. This paper presents the development and validation of a Remaining Useful Life (RUL) prediction model for the propulsion engine filtration system of the Colombian Navy (ARC) training ship, aiming to estimate time to replacement for cartridge-based filters. The proposed approach handles imperfect manual operational data and scarce, non-uniform maintenance labels through a Prognostics and Health Management (PHM) workflow guided by the Cross-Industry Standard Process for Data Mining (CRISP-DM). It combines physics-informed data quality control using plausibility bounds, outlier mitigation, and time-series reconstruction; expert validation of representative operating cycles using a Delphi protocol; and event logging to align filter-replacement actions with gap-aware approximations. It was trained supervised regression models using an automated machine learning (AutoML) strategy implemented in PyCaret and refined through hyperparameter optimization in Optuna. A Random Forest model achieved the best performance, reaching a test root mean squared error (RMSE) of 52.92 hours with a coefficient of determination of 0.921.",OpenAlex,B,OpenAlex/B; OpenAlex/C; Scopus/C,PASS,,1454,INCLUDE,
REC-115,Fault Diagnosis of Marine Engine Systems Using Optimized XGBoost with Grid Search Hyperparameter Tuning,"Ekananda Sulistyo Putra, Nailul Muna, Teguh Junian Kuswanto, Thomas Brian",2026,Jurnal Jartel Jurnal Jaringan Telekomunikasi,10.33795/jartel.v16i1.9639,https://doi.org/10.33795/jartel.v16i1.9639,"The reliability of the main engine is a critical factor in ensuring vessel safety and operational effectiveness, particularly in the maritime industry, which requires continuous transportation services. Conventional maintenance approaches, such as time-based maintenance and corrective maintenance, remain widely applied; however, they often fail to provide early detection of potential failures. Disturbances such as overheating, lubrication degradation, fuel contamination, and turbocharger malfunction can significantly reduce engine performance and may result in unexpected operational shutdowns. Therefore, data-driven approaches based on machine learning are needed to improve monitoring capability and prediction of engine conditions. This study develops a ship engine condition classification model using the XGBoost algorithm based on multivariate data. The model training was conducted using five hyperparameter configurations with three train–test data split schemes (0.2, 0.3, and 0.5). Experimental results demonstrate stable performance, with accuracy ranging from 0.843 to 0.850, and improved performance as the proportion of training data increased. Models incorporating regularization showed better generalization capability when trained on larger datasets. Furthermore, hyperparameter optimization using Grid Search produced the optimal configuration for the final model. The findings indicate that XGBoost effectively handles complex sensor data and has strong potential to support reliable early fault detection in ship engines",OpenAlex,B,OpenAlex/B; Semantic Scholar/A,PASS,,1547,INCLUDE,
REC-120,Correction of the interior ballistic model for the two-stage light gas gun based on machine learning,"Quanyu Jiang, Yadong Li, Zhenghua Chang, Bing Liu, Minqiang Jiang, Zishang Liu, Yizhe Liu, Qiu Wang, Bingchen Wei, Kun Zhang",2026,Theoretical and Applied Mechanics Letters,10.1016/j.taml.2026.100710,https://doi.org/10.1016/j.taml.2026.100710,"Two-stage light gas guns are vital for hypervelocity impact research, but their detonation-driven mechanism involving multiple interdependent parameters challenges velocity prediction and parameter optimization. In this study, a machine learning (ML) framework for predicting the projectile velocity of a DBR-30 detonation-driven two-stage light gas gun was proposed. Seven key features were selected, and five ML models (support vector regression, Gaussian processes, decision trees, K-nearest neighbors (KNN) and gradient boosting) were evaluated using five-fold cross-validation with Bayesian hyperparameter optimization. The results confirm the superiority of the KNN model, which not only records the highest accuracy but also features the fastest execution speed. By combining pressure sensor measurements with feature importance analysis, the inherent limitations of quasi-one-dimensional theoretical models suggest that an important source of discrepancy is their failure to account for the coupling effect between the rupture pressure of Diaphragm II and the gas compression rate inside the pump tube. This study confirms that fusing experimental data with ML enables high-precision velocity prediction, reduces experimental costs and time, and provides insights for refining theoretical models by addressing oversimplified assumptions. Such an ML high-precision and efficient framework offers a new paradigm for optimizing detonation-driven two-stage light gas guns.",OpenAlex,B,OpenAlex/B,MAYBE,,1476,EXCLUDE,E1:non-maritime
REC-121,Quantitative Regime Comparison and Engine Performance Assessment: Regime-Dependent Baselining and Comparison for In-Service Propulsion Evaluation,"Nicoleta Acomi, Mykyta Chervinskyi",2026,Journal of Marine Science and Engineering,10.3390/jmse14090860,https://doi.org/10.3390/jmse14090860,"The in-service assessment of marine propulsion engines requires more than nominal rating comparison because operating severity is shaped by propeller demand, resistance growth, air-path response, and thermal state. This study develops a quantitative benchmarking method for the regime-dependent performance assessment of a low-speed two-stroke Wärtsilä 6RT-flex58T-D engine installed on a 31,000 DWT multi-purpose container vessel. The method integrates certified sea-trial measurements, endurance-test records, manufacturer load-diagram constraints, and a 15% service-margin projection within one reference framework. Three representative regimes are evaluated: a measured light-running baseline (SR1), a measured thermally stabilised sustained regime (SR2), and a projected heavy-running regime derived from the baseline using a 15% sea-margin assumption (R2). Comparison is performed using indicators of operating-point position, shaft torque, propeller-law consistency, selected air-path and thermal variables, load-diagram proximity, and corrected specific fuel oil consumption where available. The SR1 baseline followed the fitted propeller law with deviations not exceeding 1.18%, confirming a coherent light-running reference. In SR2, corrected SFOC decreased from 174.4 to 172.0 g/kWh, while the exhaust temperature before turbine increased from 359 °C to 435 °C, and the corresponding thermal margin decreased from 156 °C to 80 °C. Under the +15% service-margin projection, the required shaft power at the 100% trial point increased from 12,046.0 to 13,852.9 kW, exceeding the 13,560 kW installation MCR by 2.2%, with corresponding 15% increases in torque and BMEP. These results demonstrate that measured baseline operation, sustained-load severity, and projected heavy-running demand can be distinguished quantitatively within one installation-specific load-diagram-based benchmarking framework.",OpenAlex,B,OpenAlex/B,MAYBE,,1907,EXCLUDE,E3:no-ML-method
REC-123,Short-to-Medium Term Ocean Wind Speed Prediction via Sparse Grid Dynamic Spatial Modeling and DAI-LSTM-AT Hybrid Framework,"Qiaoying Guo, Rengyu Chen, Dibo Dong, Feiyu Feng, Qian Sun, Liqiao Ning, Xiaojie Xie, Jinlin Li",2026,Remote Sensing,10.3390/rs18091405,https://doi.org/10.3390/rs18091405,"This study addresses the critical need for accurate sea wind speed predictions to support ocean wind farm operations, equipment maintenance, and maritime navigation safety. To enhance prediction accuracy for any location within target sea areas, we propose a short-to-medium-term wind speed prediction method that effectively explores spatiotemporal correlations in ocean reanalysis grid data. The method involves collecting and reanalyzing data, as well as spatial processing, to reconstruct the historical wind speed sequence at the target point. Finally, a future wind speed time series is generated using an LSTM network and a Transformer encoder. Test results validated against NOAA buoy data demonstrate the effectiveness of our spatiotemporal prediction model, achieving RMSE values of 1.161 m/s, 1.500 m/s, and 1.854 m/s for 1 h, 6 h, and 12 h predictions, respectively, outperforming comparative methods. The conclusions are threefold: (1) The proposed hybrid model effectively captures spatiotemporal dependencies and achieves more accurate spatiotemporal predictions compared to the benchmark model; (2) taking into account seasonal factors and forecasting time periods, the method proposed in this paper maintains good stability; (3) this framework provides a reliable technical approach for generating operational references in maritime navigation and wind power maintenance, with potential applications in wind farm siting and resource assessment.",OpenAlex,B,OpenAlex/B,PASS,,1461,EXCLUDE,E5:wind farm
REC-124,"The Relationship Between Breakdowns and Production, and the Detection of Breakdown Units in Mining Vehicles Using Machine Learning","Erol Gödur, Yalçın Çebi, Ahmet Hakan Onur",2026,Applied Sciences,10.3390/app16031517,https://doi.org/10.3390/app16031517,"The mining industry relies heavily on large-scale machinery, making operational efficiency highly sensitive to equipment breakdowns and maintenance interruptions. Such breakdowns directly affect production performance, operational costs, and planning accuracy. Therefore, the ability to predict machinery downtime particularly for haul trucks, loaders, drilling machinery, and dozers used in open-pit operations is essential for improving productivity and ensuring reliable mine planning. This study aims to predict machinery breakdowns and estimate the annual total number of breakdowns using machine-learning techniques applied to a fully digitalized dataset of 16,027 breakdown and maintenance records collected from an open-pit coal mine. A Random Forest classification model was developed to identify the breakdown unit for each event, achieving an accuracy of 94%, while a Random Forest regression model estimated the annual breakdown counts with an R2 value of 0.98. In addition, the relationships between breakdown frequency and key production indicators were examined using linear regression and correlation analyses. The results show a strong association between run-of-mine quantities and coal production, a moderate relationship between stripping activity and breakdown frequency, and negligible linear relationships between breakdowns and production volumes. Overall, the findings demonstrate that integrating machine-learning models with operational mining data can significantly enhance predictive maintenance, reduce unplanned downtime, and improve production planning in open-pit mining operations.",OpenAlex,B,OpenAlex/B,MAYBE,,1615,INCLUDE,
REC-126,FORECASTING WIND DIRECTION IN ALOR SETAR USING MACHINE LEARNING TIME SERIES MODELS WITH TRIGONOMETRIC TRANSFORMATION,"Nur Arina Bazilah Kamisan, Pow Jing Huei, Muhammad Hisyam Lee",2026,BAREKENG JURNAL ILMU MATEMATIKA DAN TERAPAN,10.30598/barekengvol20iss3pp2363-2374,https://doi.org/10.30598/barekengvol20iss3pp2363-2374,"Forecasting wind direction is inherently challenging due to its circular nature, where conventional numerical models often encounter discontinuities at the 0°/360° boundary. This study compares two modelling strategies for daily wind direction prediction in Alor Setar, Malaysia, using data from 2013–2017. A transformation-based approach and a direct numerical approach are compared for forecasting wind direction to assess their differences. In the transformation-based method, wind direction values are converted into sine and cosine components to preserve circularity, with predictions later reconstructed using inverse trigonometric functions. The direct approach predicts wind direction values without transformation. Three models, Prophet, Random Forest, and Holt-Winters, are applied under both strategies. Model performance is evaluated using time series plots, wind rose diagrams, and angular error metrics, including Mean Absolute Error (MAE) and Root Mean Squared Error (RMSE). Results indicate that the Random Forest model is the best model for forecasting the wind direction in Alor Setar, and the transformation-based approach produces more accurate and stable predictions, effectively capturing directional continuity, while the direct approach yields higher angular errors and fails to replicate the observed wind direction distribution. To our knowledge, this is one of the first studies in Malaysia to systematically apply transformation-based approaches for wind direction forecasting. The findings highlight the practical importance of improved wind direction prediction for renewable energy optimization, aviation safety, and environmental monitoring.",OpenAlex,B,OpenAlex/B,MAYBE,,1673,EXCLUDE,E1:non-maritime
REC-129,Multi-Source Data-Driven CNN–Transformer Hybrid Modeling for Wind Energy Database Reconstruction in the Tropical Indian Ocean,"Jintao Xu, Yao Luo, Guanglin Wu, Weiqiang Wang, Zhenqiu Zhang, Arulananthan Kanapathipillai",2026,Remote Sensing,10.3390/rs18020226,https://doi.org/10.3390/rs18020226,"This study addresses the issues of sparse observations from buoys in the tropical Indian Ocean and systematic biases in reanalysis products by proposing a daily-mean wind speed reconstruction framework that integrates multi-source meteorological fields. This study also considers the impact of different source domains on model pre-training, with the goal of providing reliable data support for wind energy assessment. The model was pre-trained using data from the Americas and tropical Pacific buoys as the source domain and then fine-tuned on Indian Ocean buoys as the target domain. Using annual leave-one-out cross-validation, we evaluated the model’s performance against uncorrected ERA5 and CCMP data while comparing three deep reconstruction models. The results demonstrate that deep models significantly reduce reanalysis bias: the RMSE decreases from approximately 1.00 m/s to 0.88 m/s, while R2 improves by approximately 8.9% and 7.1% compared to ERA5/CCMP, respectively. The Branch CNN–Transformer outperforms standalone LSTM or CNN models in overall accuracy and interpretability, with transfer learning yielding directional gains for specific wind conditions in complex topography and monsoon zones. The 20-year wind energy data reconstructed using this model indicates wind energy densities 60–150 W/m2 higher than in the reanalysis data in open high-wind zones such as the southern Arabian Sea and the Somali coast. This study not only provides a pathway for constructing high-precision wind speed databases for tropical Indian Ocean wind resource assessment but also offers precise quantitative support for delineating priority development zones for offshore wind farms and mitigating near-shore engineering risks.",OpenAlex,B,OpenAlex/B,MAYBE,,1730,EXCLUDE,E5:wind farm
REC-130,AI-Driven Energy Management for Sustainable Transformation of Recreational Boats: A Simulation Study for the Croatian Adriatic Coast,"Jasmin Ćelić, Aleksandar Cuculić, Ivan Panić, Marko Vukšić",2026,Applied Sciences,10.3390/app16094186,https://doi.org/10.3390/app16094186,"Croatia hosts one of the most intensive recreational boating activities in the Mediterranean, with over 134,600 registered vessels along 5835 km of Adriatic coastline. This paper presents an AI-driven simulation framework for evaluating electrification pathways for the Croatian recreational vessel fleet. A key contribution is the explicit treatment of the AIS data gap: recreational vessels in Croatia are not required to carry AIS transponders, so synthetic operational profiles calibrated from manufacturer specifications and verified economic data are used instead. Six machine learning architectures are compared for vessel energy demand forecasting, with a proposed Transformer-based model achieving the best simulated performance. Fleet-weighted Monte Carlo simulation across three electrification scenarios suggests that an AI-optimised hybrid configuration can, subject to use intensity, reduce per-vessel CO2 emissions by up to 56.8% relative to conventional engines. Techno-economic analysis shows payback periods ranging from over 15 years for low-use private owners to 7–9 years for charter operators, supporting targeted incentive design. The framework is intended to be transferable to other Mediterranean coastal regions facing comparable data and operational constraints.",OpenAlex,B,OpenAlex/B,MAYBE,,1289,EXCLUDE,E1:non-performance-topic
REC-131,Study on the prediction performance of ship motion in waves by LSTM under missing data,"Jiaye Gong, Pengsheng Ni, Zheng Fu, Yongzhi Qin",2026,Brodogradnja,10.21278/brod77311,https://doi.org/10.21278/brod77311,"Ship motion prediction is essential in marine engineering, but missing data caused by sensor faults or signal interruptions often degrades the accuracy of long short-term memory (LSTM) models. This study investigates how different missing data rates and imputation methods affect LSTM prediction performance. A ship-motion dataset under various speeds and wave conditions was used to examine model feasibility and hyperparameter sensitivity. Traditional filling strategies, including zero and mean filling, were compared under missing data scenarios. Results show that data loss significantly reduces prediction accuracy. The mean-filling method generally performs better than zero-filling, though its effectiveness decreases with higher data diversity. Proper data clustering can effectively enhance its performance.",OpenAlex,B,OpenAlex/B,PASS,,817,EXCLUDE,E1:motion prediction
REC-133,Towards Cleaner Energy: An Innovative Deep Learning Model for Nitrogen Oxide Emission Prediction in Power Plants,"Zheng Wu, Zheng Li, Ze Dong, Yujuan Fang, Weiqi Li",2026,Engineered Science,10.30919/es2091,https://doi.org/10.30919/es2091,"One of the keys to clean power production is the control of nitrogen oxide (NOx) emissions.The NOx concentration must be accurately tracked and monitored during the denitrification process in power plants.This research proposes a novel NOx emission prediction model, which innovatively establishes dynamic graph topology structures to explore the internal connections between thermal process data.It includes carefully curated and improved feature selection, delay analysis, graph attention mechanism, Transformer, and other modules.The method demonstrated commendable predictive capabilities in a 1000 MW ultra-supercritical power generation unit at the Shanghai Caojing power plant in China, achieving mean absolute error values of 0.7675, root mean square error values of 0.9800, and mean absolute percentage error values of 2.005 for NOx.When benchmarked against the six latest single and hybrid data-driven models, the model proposed in this research consistently surpassed them, demonstrating outstanding predictive performance.By weaving together advanced deep learning, powerful data preparation, and astute delay analysis, this work not only highlights the effectiveness of data-driven modeling solutions for complex problems in the power generation industry, but also lays a crucial foundation for clean power production and green energy transition.",OpenAlex,B,OpenAlex/B,MAYBE,,1359,EXCLUDE,E1:non-maritime
REC-134,High-Accuracy ETA Prediction for Long-Distance Tramp Shipping: A Stacked Ensemble Approach,"Pengfei Huang, Jinfen Cai, Jinggai Wang, H. Chen, P Zhang",2026,Journal of Marine Science and Engineering,10.3390/jmse14020177,https://doi.org/10.3390/jmse14020177,"The Estimated Time of Arrival (ETA) of vessels is a vital operational indicator for voyage planning, fleet deployment, and resource allocation. However, most existing studies focus on short-distance liner services with fixed routes, while ETA prediction for long-distance tramp bulk carriers remains insufficiently accurate, often resulting in operational inefficiencies and charter party disputes. To fill this gap, this study proposes a data-driven stacking ensemble learning framework that integrates Light Gradient-Boosting Machine (LightGBM), Extreme Gradient Boosting (XGBoost), and Random Forest (RF) as base learners, combined with a Linear Regression meta-learner. This framework is specifically tailored to the unique complexities of tramp shipping, advancing beyond traditional single-model approaches by incorporating systematic feature engineering and model fusion. The study also introduces the construction of a comprehensive multi-dimensional AIS feature system, incorporating baseline, temporal, speed-related, course-related, static, and historical behavioral features, thereby enabling more nuanced and accurate ETA prediction. Using AIS trajectory data from bulk carrier voyages between Weipa (Australia) and Qingdao (China) in 2023, the framework leverages multi-feature fusion to enhance predictive performance. The results demonstrate that the stacking model achieves the highest accuracy, reducing the Mean Absolute Error (MAE) to 3.30 h—a 74.7% improvement over the historical averaging benchmark and an 11.3% reduction compared with the best individual model, XGBoost. Extensive performance evaluation and interpretability analysis confirm that the stacking ensemble provides stability and robustness. Feature importance analysis reveals that vessel speed, course stability, and remaining distance are the primary drivers of ETA prediction. Additionally, meta-learner weighting analysis shows that LightGBM offers a stable baseline, while systematic deviations in XGBoost predictions act as effective error-correction signals, highlighting the complementary strengths captured by the ensemble. The findings provide operational insights for maritime logistics and port management, offering significant benefits for port scheduling and maritime logistics management.",OpenAlex,B,OpenAlex/B,MAYBE,,2290,EXCLUDE,E1:port scheduling
REC-135,Maritime Trajectory Forecasting via CNN–SOFTS-Based Coupled Spatio-Temporal Features,"Yongfeng Suo, Chunyu Yang, Gaocai Li, Qiang Mei, Lei Cui",2026,Sensors,10.3390/s26051547,https://doi.org/10.3390/s26051547,"Spatio-temporal features are crucial for maritime trajectory forecasting, especially in scenarios involving curved waterways or abrupt changes in ship motion patterns. Although Automatic Identification System (AIS) data, which are widely used for trajectory prediction, inherently include temporal and spatial information, effectively strengthening these features and integrating them into prediction models remains challenging. To address this challenge, we propose a Convolutional Neural Network (CNN)-Series-cOre Fused Time Series forecaster (SOFTS)-based framework that explicitly couples spatial and temporal features to achieve high-fidelity maritime trajectory forecasting, especially in scenarios with complex spatial patterns. We first employ a CNN-based spatial encoder to hierarchically abstract spatial density distributions through convolution and pooling operations, thereby learning global spatial structure patterns of ship movements. This encoder emphasizes overall spatial morphology rather than precise individual trajectory points. Second, we employ the SOFTS model to incorporate angular velocity, acceleration, and angular acceleration as input features to characterize ship motion states, which can capture the temporal dependencies of ship motion states from multivariate time series. Finally, the spatial embedding features extracted by the CNN are concatenated with the temporal feature representations learned by SOFTS along the feature dimension to form a joint spatiotemporal representation. This representation is then fed into a fusion regression module composed of fully connected layers to predict future ship trajectories. Experimental results on the validation dataset show that the proposed method achieves an MSE of 0.020 and an MAE of 0.060, outperforming several advanced time series forecasting models in prediction accuracy and computational efficiency. The introduction of angular velocity, acceleration, and angular acceleration features reduces the MSE and MAE by approximately 10.22% and 9.49%, respectively, validating the effectiveness of the introduced dynamic features in improving trajectory prediction performance. These results underscore the proposed method's potential for intelligent navigation and traffic management systems by effectively enhancing inland river navigation safety and strengthening waterborne traffic monitoring capabilities.",OpenAlex,B,OpenAlex/B,MAYBE,,2398,EXCLUDE,E1:trajectory prediction
